Name,Chromosome,Region,Identifier,GD1_S1_R1_001 RNA-Seq un-mapped reads [GD1_S1_R1_001] (single) sampled (GE) - Total counts,GD1_S1_R1_001 RNA-Seq un-mapped reads [GD1_S1_R1_001] (single) sampled (GE) - RPKM,GD1_S1_R1_001 RNA-Seq un-mapped reads [GD1_S1_R1_001] (single) sampled (GE) - TPM,GD1_S1_R1_001 RNA-Seq un-mapped reads [GD1_S1_R1_001] (single) sampled (GE) - CPM,GD2_S2_R1_001 RNA-Seq un-mapped reads [GD2_S2_R1_001] (single) sampled (GE) - Total counts,GD2_S2_R1_001 RNA-Seq un-mapped reads [GD2_S2_R1_001] (single) sampled (GE) - RPKM,GD2_S2_R1_001 RNA-Seq un-mapped reads [GD2_S2_R1_001] (single) sampled (GE) - TPM,GD2_S2_R1_001 RNA-Seq un-mapped reads [GD2_S2_R1_001] (single) sampled (GE) - CPM,GD3_S3_R1_001 RNA-Seq un-mapped reads [GD3_S3_R1_001] (single) sampled (GE) - Total counts,GD3_S3_R1_001 RNA-Seq un-mapped reads [GD3_S3_R1_001] (single) sampled (GE) - RPKM,GD3_S3_R1_001 RNA-Seq un-mapped reads [GD3_S3_R1_001] (single) sampled (GE) - TPM,GD3_S3_R1_001 RNA-Seq un-mapped reads [GD3_S3_R1_001] (single) sampled (GE) - CPM,GD4_S4_R1_001 RNA-Seq un-mapped reads [GD4_S4_R1_001] (single) sampled (GE) - Total counts,GD4_S4_R1_001 RNA-Seq un-mapped reads [GD4_S4_R1_001] (single) sampled (GE) - RPKM,GD4_S4_R1_001 RNA-Seq un-mapped reads [GD4_S4_R1_001] (single) sampled (GE) - TPM,GD4_S4_R1_001 RNA-Seq un-mapped reads [GD4_S4_R1_001] (single) sampled (GE) - CPM,GD5_S5_R1_001 RNA-Seq un-mapped reads [GD5_S5_R1_001] (single) sampled (GE) - Total counts,GD5_S5_R1_001 RNA-Seq un-mapped reads [GD5_S5_R1_001] (single) sampled (GE) - RPKM,GD5_S5_R1_001 RNA-Seq un-mapped reads [GD5_S5_R1_001] (single) sampled (GE) - TPM,GD5_S5_R1_001 RNA-Seq un-mapped reads [GD5_S5_R1_001] (single) sampled (GE) - CPM,GD6_S6_R1_001 RNA-Seq un-mapped reads [GD6_S6_R1_001] (single) sampled (GE) - Total counts,GD6_S6_R1_001 RNA-Seq un-mapped reads [GD6_S6_R1_001] (single) sampled (GE) - RPKM,GD6_S6_R1_001 RNA-Seq un-mapped reads [GD6_S6_R1_001] (single) sampled (GE) - TPM,GD6_S6_R1_001 RNA-Seq un-mapped reads [GD6_S6_R1_001] (single) sampled (GE) - CPM,GD7_S7_R1_001 RNA-Seq un-mapped reads [GD7_S7_R1_001] (single) sampled (GE) - Total counts,GD7_S7_R1_001 RNA-Seq un-mapped reads [GD7_S7_R1_001] (single) sampled (GE) - RPKM,GD7_S7_R1_001 RNA-Seq un-mapped reads [GD7_S7_R1_001] (single) sampled (GE) - TPM,GD7_S7_R1_001 RNA-Seq un-mapped reads [GD7_S7_R1_001] (single) sampled (GE) - CPM,GD8_S8_R1_001 RNA-Seq un-mapped reads [GD8_S8_R1_001] (single) sampled (GE) - Total counts,GD8_S8_R1_001 RNA-Seq un-mapped reads [GD8_S8_R1_001] (single) sampled (GE) - RPKM,GD8_S8_R1_001 RNA-Seq un-mapped reads [GD8_S8_R1_001] (single) sampled (GE) - TPM,GD8_S8_R1_001 RNA-Seq un-mapped reads [GD8_S8_R1_001] (single) sampled (GE) - CPM,GD9_S9_R1_001 RNA-Seq un-mapped reads [GD9_S9_R1_001] (single) sampled (GE) - Total counts,GD9_S9_R1_001 RNA-Seq un-mapped reads [GD9_S9_R1_001] (single) sampled (GE) - RPKM,GD9_S9_R1_001 RNA-Seq un-mapped reads [GD9_S9_R1_001] (single) sampled (GE) - TPM,GD9_S9_R1_001 RNA-Seq un-mapped reads [GD9_S9_R1_001] (single) sampled (GE) - CPM,GD10_S10_R1_001 RNA-Seq un-mapped reads [GD10_S10_R1_001] (single) sampled (GE) - Total counts,GD10_S10_R1_001 RNA-Seq un-mapped reads [GD10_S10_R1_001] (single) sampled (GE) - RPKM,GD10_S10_R1_001 RNA-Seq un-mapped reads [GD10_S10_R1_001] (single) sampled (GE) - TPM,GD10_S10_R1_001 RNA-Seq un-mapped reads [GD10_S10_R1_001] (single) sampled (GE) - CPM,GD11_S11_R1_001 RNA-Seq un-mapped reads [GD11_S11_R1_001] (single) sampled (GE) - Total counts,GD11_S11_R1_001 RNA-Seq un-mapped reads [GD11_S11_R1_001] (single) sampled (GE) - RPKM,GD11_S11_R1_001 RNA-Seq un-mapped reads [GD11_S11_R1_001] (single) sampled (GE) - TPM,GD11_S11_R1_001 RNA-Seq un-mapped reads [GD11_S11_R1_001] (single) sampled (GE) - CPM,GD12_S12_R1_001 RNA-Seq un-mapped reads [GD12_S12_R1_001] (single) sampled (GE) - Total counts,GD12_S12_R1_001 RNA-Seq un-mapped reads [GD12_S12_R1_001] (single) sampled (GE) - RPKM,GD12_S12_R1_001 RNA-Seq un-mapped reads [GD12_S12_R1_001] (single) sampled (GE) - TPM,GD12_S12_R1_001 RNA-Seq un-mapped reads [GD12_S12_R1_001] (single) sampled (GE) - CPM,GD13_S13_R1_001 RNA-Seq un-mapped reads [GD13_S13_R1_001] (single) sampled (GE) - Total counts,GD13_S13_R1_001 RNA-Seq un-mapped reads [GD13_S13_R1_001] (single) sampled (GE) - RPKM,GD13_S13_R1_001 RNA-Seq un-mapped reads [GD13_S13_R1_001] (single) sampled (GE) - TPM,GD13_S13_R1_001 RNA-Seq un-mapped reads [GD13_S13_R1_001] (single) sampled (GE) - CPM
PA14_59845,PA14 ref,complement(5331379..5331690),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4384265,12,118.0116732,136.0668382,53.70659818,8,75.5354158,86.22974824,34.46832929,9,70.31171339,78.05046236,31.23076826,19,152.4005623,167.5010065,69.3426625,10,79.6821841,88.55464764,36.44494894,12,83.83036356,90.76308792,40.29681124,15,102.1858786,110.9837174,43.35881965,14,94.06986273,103.3054028,43.62045001,19,127.9691262,140.0233903,59.57181362,8,55.17248381,60.29844792,25.2679806,24,159.8331853,178.1916599,81.84757169,34,230.9635118,272.5497623,150.6242193,28,190.4975573,217.3545374,108.3682059
PA14_59850,PA14 ref,5331863..5332168,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4382746,3,30.08140691,34.68370386,13.42664954,2,19.2541256,21.9801319,8.617082322,2,15.93119432,17.68463635,6.940170724,2,16.3567167,17.9774042,7.299227631,3,24.37337396,27.08730398,10.93348468,4,28.49136539,30.84758544,13.43227041,2,13.89193643,15.08798249,5.781175954,2,13.70205283,15.04728556,6.231492858,1,6.86728025,7.514155106,3.135358612,1,7.031787152,7.685096304,3.158497574,3,20.37089617,22.71070175,10.23094646,3,20.77872425,24.52004782,13.29037229,7,48.55820088,55.40409777,27.09205149
PA14_59860,PA14 ref,5332241..5332600,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4382747,1,8.52306529,9.827049427,4.475549848,1,8.183003378,9.341556059,4.308541161,1,6.770757586,7.51597045,3.470085362,0,0,0,0,1,6.905789289,7.674736129,3.644494895,4,24.21766058,26.22044762,13.43227041,1,5.904072984,6.412392559,2.890587977,2,11.64674491,12.79019273,6.231492858,1,5.837188212,6.38703184,3.135358612,0,0,0,0,0,0,0,0,0,0,0,0,1,5.896352964,6.727640443,3.87029307
PA14_59870,PA14 ref,5332597..5332836,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4382748,0,0,0,0,0,0,0,0,2,20.31227276,22.54791135,6.940170724,3,31.28222069,34.38178554,10.94884145,3,31.0760518,34.53631258,10.93348468,1,9.081622719,9.832667858,3.358067603,2,17.71221895,19.23717768,5.781175954,0,0,0,0,0,0,0,0,0,0,0,0,3,25.97289261,28.95614473,10.23094646,0,0,0,0,1,8.844529446,10.09146066,3.87029307
PA14_59880,PA14 ref,5332854..5333210,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4382749,1,8.594687687,9.909629674,4.475549848,1,8.251768113,9.42005653,4.308541161,3,20.48296412,22.7373896,10.41025609,3,21.03006433,23.1138054,10.94884145,3,20.8914634,23.21768913,10.93348468,1,6.105292584,6.610196879,3.358067603,3,17.86106113,19.39883463,8.671763931,1,5.872308358,6.448836669,3.115746429,1,5.886240214,6.440704377,3.135358612,3,18.08173839,19.76167621,9.475492723,6,34.92153628,38.93263157,20.46189292,2,11.87355671,14.0114559,8.860248191,3,17.83770645,20.35252571,11.61087921
PA14_59890,PA14 ref,5333221..5333607,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4382750,1,7.928432828,9.141441327,4.475549848,2,15.22419233,17.37963918,8.617082322,2,12.5967583,13.98320084,6.940170724,4,25.86643571,28.42938339,14.59845526,3,19.27197011,21.41786827,10.93348468,3,16.89604227,18.29333555,10.07420281,2,10.98432183,11.93003267,5.781175954,3,16.25127197,17.84678055,9.347239288,3,16.28982757,17.8242749,9.406075835,6,33.36010649,36.45952665,18.95098545,9,48.32166067,53.87189717,30.69283938,2,10.95312596,12.92529652,8.860248191,2,10.969959,12.51654036,7.740586139
PA14_59900,PA14 ref,5333604..5334263,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4382751,4,18.59577881,21.44083511,17.90219939,0,0,0,0,2,7.386281002,8.19924049,6.940170724,8,30.33427461,33.33991325,29.19691053,3,11.30038247,12.55865912,10.93348468,5,16.51204131,17.87757792,16.79033802,5,16.10201723,17.48834334,14.45293988,3,9.529154926,10.46470314,9.347239288,1,3.183920843,3.483835549,3.135358612,9,29.34173002,32.06781094,28.42647817,10,31.48229407,35.09835725,34.10315487,4,12.84502954,15.15784774,17.72049638,9,28.94573273,33.02659854,34.83263763
PA14_59910,PA14 ref,5334260..5335144,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4382752,5,17.33504805,19.98721917,22.37774924,7,23.30075538,26.59968505,30.15978813,4,11.0168259,12.22937565,13.88034145,8,22.62217089,24.86366412,29.19691053,9,25.28221163,28.09733905,32.80045405,7,17.23969059,18.66540339,23.50647322,8,19.21325446,20.86744697,23.12470382,5,11.84414737,13.00697565,15.57873215,11,26.11894387,28.57926112,34.48894473,5,12.15664897,13.2860987,15.79248787,11,25.82615311,28.79255069,37.51347036,3,7.184508045,8.478118229,13.29037229,8,19.18813168,21.89333839,30.96234456
PA14_59920,PA14 ref,5335128..5336633,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4382753,7,14.26170288,16.44366836,31.32884894,8,15.6487714,17.86433031,34.46832929,6,9.711046736,10.77987794,20.82051217,4,6.646952603,7.30555868,14.59845526,7,11.55550399,12.84218795,25.51146426,5,7.236352764,7.834795106,16.79033802,5,7.056660937,7.664214214,14.45293988,6,8.352247346,9.172249765,18.69447858,6,8.372062775,9.160683118,18.81215167,6,8.572617006,9.36908155,18.95098545,9,12.41731918,13.84357517,30.69283938,10,14.07323953,16.6072037,44.30124096,18,25.37076176,28.94761625,69.66527525
PA14_59930,PA14 ref,5336611..5337054,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4382754,1,6.910593478,7.967877914,4.475549848,1,6.634867604,7.574234642,4.308541161,3,16.46941034,18.28209028,10.41025609,0,0,0,0,2,11.19857723,12.44551805,7.288989789,1,4.908985253,5.314955599,3.358067603,2,9.574172406,10.39847442,5.781175954,1,4.721653342,5.185213268,3.115746429,1,4.732855307,5.178674465,3.135358612,3,14.53869506,15.88945587,9.475492723,6,28.07880282,31.30394025,20.46189292,1,4.773490706,5.632983958,4.430124096,3,14.34248018,16.36453081,11.61087921
PA14_59940,PA14 ref,5337054..5339996,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4382755,19,19.80895908,22.83962558,85.03544712,10,10.00979007,11.42697989,43.08541161,15,12.42340841,13.79077147,52.05128043,25,21.25872966,23.36512779,91.24034539,24,20.27387681,22.53133542,87.46787747,14,10.36841738,11.22587972,47.01294645,17,12.27758296,13.33463896,49.13999561,17,12.10976535,13.29867134,52.9676893,24,17.13669934,18.75091916,75.24860668,16,11.69814132,12.78499202,50.53596119,32,22.59279819,25.18781193,109.1300956,23,16.56367213,19.54605239,101.8928542,15,10.81899626,12.34429439,58.05439604
PA14_59950,PA14 ref,5339993..5340277,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4382756,1,10.76597721,12.41311507,4.475549848,0,0,0,0,0,0,0,0,2,17.56194846,19.30205504,7.299227631,1,8.72310226,9.694403531,3.644494895,1,7.64768229,8.280141354,3.358067603,1,7.457776401,8.099864285,2.890587977,1,7.35583889,8.078016459,3.115746429,4,29.49316149,32.27131877,12.54143445,1,7.549918837,8.251366558,3.158497574,2,14.58127305,16.25608125,6.820630974,2,14.87319209,17.55119212,8.860248191,0,0,0,0
PA14_59960,PA14 ref,5340274..5340933,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4382757,28,130.1704517,150.0858458,125.3153958,19,84.80567137,96.81249006,81.86228206,27,99.71479353,110.6897466,93.69230477,19,72.04390219,79.18229397,69.3426625,32,120.537413,133.9590306,116.6238366,22,72.65298175,78.66134286,73.87748728,19,61.18766547,66.4557047,54.92117156,32,101.6443192,111.6235002,99.70388573,15,47.75881265,52.25753324,47.03037918,22,71.72422895,78.3879823,69.48694664,37,116.4844881,129.8639218,126.181673,20,64.22514768,75.78923871,88.60248191,34,109.3505459,124.76715,131.5899644
PA14_59970,PA14 ref,complement(5340930..5341148),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4382758,12,168.1262194,193.8486462,53.70659818,15,201.772686,230.3397384,64.62811741,23,255.9902868,284.1654581,79.81196333,13,148.554838,163.2742327,47.4449796,19,215.6876655,239.7040873,69.245403,11,109.4770958,118.5307906,36.93874364,17,164.9905327,179.1956277,49.13999561,28,268.0346774,294.3496408,87.24090002,13,124.7399125,136.4899955,40.75966195,7,68.77665789,75.16655837,22.10948302,30,284.6344396,317.3276135,102.3094646,12,116.1331437,137.0435549,53.16148915,26,252.0085102,287.5375093,100.6276198
PA14_59980,PA14 ref,5341357..5341788,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4382759,0,0,0,0,0,0,0,0,4,22.56919195,25.05323483,13.88034145,1,5.793003831,6.366997322,3.649613816,1,5.754824407,6.395613441,3.644494895,0,0,0,0,2,9.84012164,10.68732093,5.781175954,0,0,0,0,4,19.45729404,21.29010613,12.54143445,0,0,0,0,1,4.809794928,5.362249024,3.410315487,1,4.90608767,5.789455735,4.430124096,2,9.82725494,11.21273407,7.740586139
PA14_59990,PA14 ref,5341788..5342726,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4382760,1,3.267628865,3.767558886,4.475549848,2,6.274507383,7.162854486,8.617082322,2,5.191635209,5.763044434,6.940170724,4,10.66060769,11.71690242,14.59845526,4,10.59034779,11.76956339,14.57797958,3,6.963544577,7.539425834,10.07420281,2,4.527084716,4.916850524,5.781175954,10,22.32602858,24.51794133,31.15746429,0,0,0,0,1,2.291508912,2.50440838,3.158497574,2,4.425626004,4.933954374,6.820630974,1,2.257113816,2.663519571,4.430124096,0,0,0,0
PA14_60000,PA14 ref,5342744..5344126,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4382761,7,15.53009727,17.90612043,31.32884894,3,6.390197866,7.294924471,12.92562348,5,8.812265838,9.782174121,17.35042681,9,16.2857548,17.89941113,32.84652434,7,12.58321693,13.98433481,25.51146426,12,18.91183907,20.47583762,40.29681124,8,12.29481576,13.35335544,23.12470382,12,18.19014389,19.97600599,37.38895715,10,15.19441617,16.62567941,31.35358612,7,10.89088075,11.9027305,22.10948302,6,9.014452967,10.049855,20.46189292,11,16.8573598,19.89262014,48.73136505,7,10.74389694,12.25860731,27.09205149
PA14_60010,PA14 ref,5344126..5344467,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4382762,2,17.94329535,20.68852511,8.951099697,3,25.8410633,29.49965071,12.92562348,1,7.127113248,7.911547842,3.470085362,3,21.95243557,24.1275688,10.94884145,1,7.269251883,8.07866961,3.644494895,7,44.61148002,48.30082456,23.50647322,1,6.214813667,6.749886904,2.890587977,2,12.25973148,13.46336077,6.231492858,4,24.57763458,26.89276564,12.54143445,5,31.45799515,34.38069399,15.79248787,4,24.30212174,27.09346875,13.64126195,5,30.98581686,36.56498359,22.15062048,7,43.44681132,49.57208747,27.09205149
PA14_60020,PA14 ref,5344464..5345975,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4382763,135,273.95567,315.8694459,604.1992295,82,159.7633993,182.3827611,353.3003752,69,111.2338746,123.4766574,239.43589,72,119.1703645,130.9782306,262.7721947,56,92.07719052,102.3298151,204.0917141,134,193.1646737,209.1392846,449.9810589,130,182.7451162,198.4788173,375.776437,118,163.6090356,179.671755,367.6580786,122,169.5564195,185.5280677,382.5137506,120,170.7719737,186.6380531,379.0197089,266,365.5444145,407.5309258,907.1439195,282,395.2904923,466.4647192,1249.294995,337,473.1121307,539.8130546,1304.288764
PA14_60030,PA14 ref,complement(5346001..5346345),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4384527,71,631.4479676,728.0561836,317.7640392,65,555.0210987,633.6011936,280.0551755,69,487.4945462,541.1498724,239.43589,84,609.3232551,669.6973879,306.5675605,71,511.6289108,568.5978419,258.7591375,112,707.5768657,766.0930783,376.1035716,90,554.4694628,602.2073012,260.1529179,121,735.2640699,807.4504278,377.0053179,111,676.0986695,739.7849053,348.0248059,87,542.6093842,593.022127,274.789289,114,686.5877699,765.4493911,388.7759655,152,933.7777993,1101.909627,673.3788625,198,1218.237795,1389.989017,766.3180278
PA14_60040,PA14 ref,5346464..5346736,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4384528,13,146.1096907,168.4637045,58.18214803,10,107.9077369,123.1853546,43.08541161,8,71.42777233,79.28935859,27.7606829,17,155.838169,171.2792247,62.04343487,9,81.95881793,91.08478043,32.80045405,17,135.7253505,146.9497614,57.08714926,20,155.711815,169.1180455,57.81175954,16,122.8667595,134.9295057,49.85194287,14,107.7634747,117.914434,43.89502057,19,149.7538846,163.6672158,60.01145391,42,319.6663706,356.3833198,143.2332505,24,186.3235054,219.8720771,106.3229783,38,295.4655991,337.1213233,147.0711366
PA14_60050,PA14 ref,5346740..5347090,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4384529,15,131.1240814,151.1853758,67.13324772,16,134.2851836,153.2973302,68.93665857,13,90.27676781,100.2129393,45.11110971,22,156.8567191,172.3986967,80.29150394,13,92.07719052,102.3298151,47.37843363,15,93.1448484,100.8478755,50.37101405,20,121.1091894,131.5362576,57.81175954,16,95.56303515,104.9451711,49.85194287,23,137.6977732,150.6684434,72.11324807,23,140.9963475,154.0960336,72.64544421,46,272.3083898,303.5857909,156.8745124,29,175.1095907,206.6390355,128.4735988,32,193.5213281,220.8046094,123.8493782
PA14_60060,PA14 ref,5347532..5347834,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4384530,1,10.12641421,11.67570229,4.475549848,0,0,0,0,1,8.044464458,8.929865881,3.470085362,4,33.03732878,36.31079661,14.59845526,2,16.40979633,18.23699674,7.288989789,5,35.96682265,38.94125884,16.79033802,3,21.04422054,22.85605268,8.671763931,5,34.59429181,37.99067147,15.57873215,1,6.935273124,7.588552682,3.135358612,4,28.40563523,31.04474547,12.6339903,4,27.43011761,30.58074691,13.64126195,7,48.96372645,57.77991466,31.01086867,2,14.01113576,15.98647234,7.740586139
PA14_60070,PA14 ref,5348012..5350435,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4384531,68,86.07452075,99.24346946,304.3373897,70,85.0708272,97.11518675,301.5978813,67,67.37238984,74.78762675,232.4957193,104,107.3713185,118.010089,379.5598368,93,95.38194117,106.0025436,338.9380252,111,99.80793285,108.0619933,372.745504,92,80.66951206,87.61486862,265.9340939,83,71.78315551,78.83064329,258.6069536,108,93.62618717,102.4454612,338.6187301,101,89.65528618,97.98497788,319.008255,161,138.0077792,153.8593829,549.0607934,119,104.0479187,122.7823187,527.1847674,127,111.2133901,126.8926242,491.5272198
PA14_60080,PA14 ref,5350432..5352363,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4384532,56,88.93633346,102.5431245,250.6307915,41,62.51611277,71.36716741,176.6501876,72,90.83749307,100.8353799,249.8461461,76,98.44508374,108.1994079,277.37065,87,111.9509941,124.4165298,317.0710558,90,101.5336701,109.9304481,302.2260843,89,97.91226625,106.3421623,257.26233,98,106.3398448,116.7800206,305.3431501,84,91.36468506,99.97093315,263.3701234,84,93.5533421,102.2451943,265.3137962,161,173.1526174,193.0409649,549.0607934,138,151.3878481,178.6460627,611.3571252,149,163.7061972,186.7860421,576.6736674
PA14_60090,PA14 ref,5352790..5353305,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4384533,38,225.9603356,260.5310778,170.0708942,23,131.3086589,149.8993879,99.0964467,15,70.85676543,78.6555047,52.05128043,16,77.59930713,85.28815017,58.39382105,14,67.45189538,74.96253893,51.02292852,64,270.3366763,292.6933688,214.9163266,49,201.8369136,219.2143503,141.6388109,65,264.0831695,290.0101839,202.5235179,53,215.8402153,236.1716425,166.1740064,49,204.3306522,223.3146007,154.7663811,140,563.7527078,628.505467,477.4441682,133,546.2871573,644.6491641,589.2065047,154,633.5151324,722.8302057,596.0251327
dtd,PA14 ref,complement(5353510..5354049),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4384534,44,250.0099152,288.2601165,196.9241933,48,261.8561081,298.9297939,206.8099757,51,230.2057579,255.5429953,176.9743535,33,152.9353011,168.0887293,120.4372559,28,128.9080667,143.2617411,102.045857,107,431.8816137,467.5979826,359.3132336,83,326.6920384,354.8190549,239.9188021,112,434.81181,477.5005285,348.9636001,104,404.7117161,442.8342076,326.0772956,85,338.6977478,370.165472,268.4722938,130,500.2186725,557.6738985,443.3410133,127,498.4585073,588.2087027,562.6257601,170,668.2533359,762.4659169,657.9498218
PA14_60110,PA14 ref,complement(5354046..5354756),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4384535,63,271.8749941,313.4704374,281.9596404,62,256.8841567,293.2539117,267.129552,89,305.1126203,338.6943646,308.8375972,74,260.4651849,286.2730948,270.0714224,90,314.6941954,349.7348109,328.0045405,110,337.2079322,365.0948403,369.3874364,102,304.9192123,331.1716663,294.8399737,121,356.7737048,391.8008405,377.0053179,103,304.4204485,333.0958378,322.941937,108,326.8445876,357.2110586,341.117738,192,561.1021526,625.5504684,654.7805735,164,488.8699005,576.8936145,726.5403517,173,516.4906647,589.3072388,669.560701
dcd2,PA14 ref,complement(5354756..5355289),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4384536,65,373.4826363,430.6235142,290.9107401,63,347.5477839,396.7537292,271.4380931,73,333.2125643,369.887085,253.3162314,76,356.1721007,391.4630264,277.37065,88,409.691769,455.3101883,320.7155507,70,285.7139732,309.3423596,235.0647322,66,262.6980788,285.3154442,190.7788065,70,274.8108349,301.7910643,218.10225,86,338.4257436,370.3043179,269.6408406,83,334.4444383,365.5169961,262.1552987,129,501.948037,559.6018982,439.9306978,69,273.8589162,323.1687201,305.6785626,98,389.5568026,444.477818,379.2887208
PA14_60130,PA14 ref,5355824..5357743,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4384537,32,51.13839174,58.96229656,143.2175951,43,65.97546474,75.31629572,185.2672699,58,73.63198874,81.73617864,201.264951,52,67.77814482,74.49386867,189.7799184,43,55.67792614,61.87756004,156.7132805,52,59.03054767,63.91234108,174.6195154,45,49.8156158,54.10456221,130.076459,57,62.23729311,68.34759239,177.5975465,32,35.02312927,38.32219104,100.3314756,36,40.34487878,44.09324005,113.7059127,48,51.94578522,57.91228946,163.6951434,62,68.43992299,80.7629075,274.6676939,51,56.38387522,64.33306174,197.3849465
PA14_60140,PA14 ref,5357740..5358660,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4384538,6,19.98894791,23.04715175,26.85329909,2,6.397136192,7.302845127,8.617082322,7,18.52585137,20.56487029,24.29059753,7,19.02067707,20.9053202,25.54729671,11,29.6926445,32.99886544,40.08944384,7,16.56582646,17.93581108,23.50647322,8,18.46224777,20.05178129,23.12470382,10,22.7623679,24.99711934,31.15746429,9,20.53473378,22.46903709,28.21822751,8,18.69035282,20.42683578,25.2679806,9,20.30454146,22.63672552,30.69283938,7,16.10858753,19.0090273,31.01086867,6,13.82858024,15.77817954,23.22175842
PA14_60150,PA14 ref,complement(5359396..5359468),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4384206,1,42.03155485,48.46216156,4.475549848,3,121.0636116,138.2038431,12.92562348,2,66.78007482,74.1301195,6.940170724,0,0,0,0,1,34.05594718,37.84801379,3.644494895,1,29.85738976,32.32657926,3.358067603,0,0,0,0,1,28.71800115,31.53746152,3.115746429,4,115.1445346,125.9907651,12.54143445,0,0,0,0,1,28.46344396,31.73276135,3.410315487,2,58.06657187,68.52177746,8.860248191,6,174.4674302,199.0644295,23.22175842
PA14_60160,PA14 ref,complement(5359482..5359555),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4384207,0,0,0,0,2,79.61841125,90.89081571,8.617082322,1,32.93882069,36.56418057,3.470085362,1,33.81861696,37.16949788,3.649613816,1,33.59573168,37.33655414,3.644494895,1,29.45391152,31.88973359,3.358067603,0,0,0,0,0,0,0,0,1,28.39713184,31.07204679,3.135358612,3,87.23217034,95.33673523,9.475492723,0,0,0,0,1,28.64094423,33.79790375,4.430124096,1,28.68496037,32.72906161,3.87029307
